conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f58a178-1382-4df2-95e8-2b3f90e80e24,skill/competence,transversal,interact verbally in Spanish,"verbally interact in Spanish
speak Spanish
communicate verbally in Spanish",,released,2025-01-27T16:28:15.714Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Communicate orally in Spanish.,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f5bd097-ed76-47f7-8f44-93be67967b5f,skill/competence,sector-specific,explain financial jargon,"specify financial technicalities to clients
describe financial technicalities to clients
explain financial technicalities to buyers
explain financial technicalities to clients
explain financial technicalities in plain words
explain financial technicalities to customers
clarify financial technicalities for clients",,released,2020-06-25T14:06:50.621Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Explain all details of financial products in plain words to clients, including financial terms and all costs.",S1.4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0fbba913-65b1-47ea-a429-d4d84f44072c,skill/competence,cross-sector,teach arts principles,"teach arts and crafts
teaching arts principles
explain arts principles
teaches arts principles
provide instruction on arts principles
teach fine arts
educate on arts principles",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practice of arts and crafts and the fine arts, whether recreationally, as part of their general education, or with the aim of assisting them in pursuing a future career in this field. Offer instruction in courses such as drawing, painting, sculpting and ceramics.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0fdc32f8-d7f4-48c3-895a-5aefc23a44b4,skill/competence,occupation-specific,perform ideation activities,run an ideation workshop,,released,2023-10-26T10:17:24.172Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Implement the different techniques to generate ideas. Sketching, prototyping and brainstorming are examples of these techniques.",S1.9.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,knowledge,sector-specific,ethical hacking principles,ethical hacking techniques,,released,2023-11-02T17:20:57.26Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The set of actions that are carried out to detect vulnerabilities within a computerised system in order to improve security within an organisation. They aim to identify and address data breaches and threats in a network.,0612
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a,skill/competence,cross-sector,"make health, safety and environment assessments","produce health, safety and environment assessments
assemble health, safety and environment assessments
create health, safety and environment assessments",,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Execute health, safety and environmental assessments to ensure proper working environment and conditions.",T6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f,skill/competence,cross-sector,provide professional care in nursing,"assure quality in nursing care
offer professional care in nursing
provide professional nursing-care
provide high-quality care in nursing
provide professional nursing care",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide professional care, adequate to the health and nursing care needs of the individuals, families and groups, taking into account the scientific developments, as well as the quality and safety requirements established in accordance with the legal/professional conduct regulations.",S3.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/107cfd0b-d429-4f74-b049-627efbf7b4dc,skill/competence,sector-specific,teach communication sciences,"explain communication sciences
educate on communication sciences
provide instruction on communication sciences
teaching communication sciences
teaches communication sciences",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practices of mass media, communication methods, journalistic practices, and persuasive communication.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/112bf219-beb2-4028-bd28-d8ed643fa32f,skill/competence,occupation-specific,teach teaching principles,"educate on teaching principles
explain teaching principles
provide instruction on teaching principles
teaches teaching principles
teaching teaching principles",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Instruct students in the theory and practice of teaching, more specifically in the different teaching methods, classroom management, and learning processes.",S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871,skill/competence,occupation-specific,establish an ICT security prevention plan,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Define a comprehensive and proactive strategy for managing information and communication technology (ICT) security risks by establishing a set of measures and responsibilities to ensure the confidentiality, integrity and availability of information. Implement policies to prevent data breaches, detect and respond to unauthorised access to systems and resources, including up-to-date security applications and employee education.",S5.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1174f52e-e861-4056-bd5a-1f678f969b62,skill/competence,occupation-specific,conduct shelf studies,"undertake shelf studies
conduct of shelf studies
organise shelf studies
carry out shelf studies
conduct a shelf studies
conducting shelf studies
plan shelf studies",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Lead and manage shelf studies on products of a company and also products of other producers as to determine the position of the company in the market.,S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1177a1e9-213a-477b-b57c-364368c68b95,skill/competence,occupation-specific,design power electronics,"develop power electronics system
develop power electronics systems
design power electronics systems
design power electronics system
develop power electronics",,released,2024-02-23T15:29:09.616Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Design and develop power electronics systems, products, and components according to specifications. Select suitable ancillary devices for the intended application.",S1.11.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118c43e1-f11d-4c3c-a24d-131b9db4ba5a,skill/competence,cross-sector,purchase raw material supplies,"buy raw material supplies
purchase supplies of raw materials
acquire raw material supplies
purchase raw materials
manage supply logistics",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Manage logistics of purchasing supplies of the raw materials for the tannery to ensure efficient operations of the tannery and meet clients' requirements.,S1.6.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12154830-df49-42d6-95b3-6f83f29733d5,skill/competence,sector-specific,work with motion picture editing team,"cooperate with the motion picture editing team
working with the motion picture editing team
work with the motion picture editing teams
collaborate with the motion picture editing team
co-operate with the motion picture editing team",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Work together with the motion picture editing team during post-production. Make sure the finished product is according to specifications and creative vision.,T4.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533,skill/competence,cross-sector,work in an organised manner,"show organizational abilities
work according to deadlines and priorities
work in an orderly manner
organise work according to deadlines
organize work
be organised
plan work according to deadlines
show organisational abilities
be organized
organize work according to deadlines
organise work",,released,2025-07-31T09:42:24.033Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Stay focused on the project at hand, at any time. Organise, manage time, plan, schedule and meet deadlines.",T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533,skill/competence,cross-sector,work in an organised manner,"show organizational abilities
work according to deadlines and priorities
work in an orderly manner
organise work according to deadlines
organize work
be organised
plan work according to deadlines
show organisational abilities
be organized
organize work according to deadlines
organise work",,released,2025-11-26T10:08:15.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Stay focused on the project at hand, at any time. Organise, manage time, plan, schedule and meet deadlines.",T3.1
